lms_logins_per_week,avg_submission_delay_days,attendance_percentage,inactivity_gap_days,night_activity_ratio,study_time_variance,sentiment_score,feedback_negativity_flag,past_sem_gpa,gpa_drop_rate,burnout_level,dropout_probability,disengagement_flag
50,2.04,99.76461494779588,2,0.16821374773164588,0.8001696018589727,0.96243137808412,0,6.652240272424711,0.02,Medium,0.12,0
37,0.98,69.38715868367598,11,0.35724173219989247,0.3851503636162046,0.09511939974885997,0,9.832899232858598,0.12,Low,0.24,1
64,1.11,53.18507586304404,14,0.47823901187637946,1.3087723115255112,-0.4554921028827432,1,6.2541378948569175,0.08,High,0.45,1
54,0.16,70.44714380421141,9,0.554137885008882,0.7475297598954038,0.902805637898271,1,5.175056734346297,0.13,Low,0.29,1
72,0.06,42.37573430794467,4,0.5783116405332515,0.7698408399103829,0.5934958332321454,1,6.559820326992354,0.33,High,0.45,0
49,2.38,94.28618808531708,8,0.21071672038439654,0.9784617284379675,-0.6403832672568501,0,7.941552052336165,0.27,Medium,0.18,1
11,1.15,89.11301507166647,10,0.5135086690982817,0.17787370763908322,-0.40331865616176366,0,6.650835306841525,0.11,Low,0.13,1
49,1.61,83.54923124165708,4,0.3551778412273261,0.27821730404617406,-0.9915869094479255,0,5.714103252703442,0.16,Medium,0.2,0
21,1.63,76.5896029265476,11,0.4153532487264738,0.7977392266413966,0.16400492456193705,1,6.971400363648717,0.09,Medium,0.34,1
66,0.65,74.79005402022179,13,0.5106783399962098,1.4533896822780867,0.05279245106984276,0,6.681983872111146,0.22,Low,0.19,1
63,1.29,99.80369284476777,11,0.07806792593704934,1.2810477974948933,-0.6722221064230693,0,9.664827755791176,0.09,Low,0.08,1
28,1.27,56.67984604119627,2,0.5684443608193465,1.3451056172052827,-0.32134682057226427,0,4.113379161139084,0.37,High,0.34,0
17,0.98,86.78106192193468,8,0.3284382542509354,0.29201703732228657,0.8784411344501191,1,6.369722621804377,0.11,Low,0.24,1
6,3.44,74.88428621281945,11,0.20160199052495864,1.4420734802305775,0.29798717740857983,1,6.045935868911868,0.28,High,0.46,1
19,1.2,98.55283262553311,6,0.2032387562456939,1.1219895443804861,0.7259991920332853,1,5.340677366463843,0.16,Low,0.18,0
56,1.85,89.66819099789515,11,0.4506002020069608,0.5559590559377499,0.6766231384125128,0,7.2774692707757245,0.36,Medium,0.17,1
28,4.52,99.91150677937556,11,0.4071959178779897,1.310254025872163,0.841318911016715,1,7.6843635053586565,0.13,High,0.37,1
66,4.02,75.29949966774677,6,0.43768805476110056,1.1462337926332535,-0.916918611208202,1,4.06123798442061,0.01,High,0.49,0
38,4.42,52.2726374526961,13,0.15179730265454114,1.1311136714774708,-0.47505826757076886,0,8.056958232781904,0.04,High,0.55,1
37,0.63,70.22122214168402,7,0.10211772968596804,1.1284686761447913,-0.1688539130706488,1,6.296003456706889,0.03,Low,0.32,0
68,0.07,82.66666804303448,10,0.4331157918157261,1.2211950865163028,0.2801953131724826,0,9.53816048304871,0.12,Low,0.11,1
49,0.61,86.46162317089528,4,0.1790884374968961,1.4279408246515788,0.21625346840376491,0,8.461086561934586,0.27,Low,0.12,0
43,0.65,40.03059934095661,1,0.13346169215203524,0.2916204088066049,-0.5077876687352929,0,7.082844877223348,0.21,High,0.4,0
36,4.8,70.30162531013764,10,0.12876510208786987,1.4993313976082139,-0.6143921090924596,0,9.709033025483443,0.1,High,0.47,1
58,2.1,54.11407479823879,8,0.08904055953648467,1.3212754643096618,-0.12517645106266362,1,8.124425497591382,0.4,High,0.5,1
13,0.17,92.49470999528731,2,0.2560893934051067,0.7182780865695532,-0.4987612804785986,0,8.848380631283003,0.03,Low,0.06,0
52,0.29,49.174326643013714,10,0.15656914501496857,0.3204130220442537,0.9302237022522726,1,9.738191338182688,0.25,High,0.42,1
58,0.34,79.98737497449,13,0.5363192851302502,0.7353037413052126,0.9309183774306153,1,9.342030542071864,0.32,Low,0.24,1
32,1.99,55.96373141949549,1,0.4134837821106588,1.190056444983743,-0.7732945614687237,1,4.424034818665114,0.38,High,0.48,0
60,2.66,61.39252859285634,9,0.44631722683080666,0.9434348542971552,0.4101875952999219,0,5.261307180904394,0.14,Medium,0.39,1
58,3.93,96.43355564541069,9,0.24216629526110098,0.4913712824353118,-0.5435441280523599,0,7.777463581778926,0.23,High,0.26,1
56,5.65,54.42688752448477,4,0.3601257108784624,0.6695125991245108,0.4348642751268643,0,4.965501383676009,0.1,High,0.61,0
28,0.45,45.70016570937584,7,0.30047870442242847,1.4360183898273893,0.5342132959710946,1,6.788477571327445,0.01,High,0.45,0
1,0.74,44.15709408665355,2,0.10047087631350927,1.2253491978842188,-0.9036661777722053,0,6.881065074781212,0.21,High,0.38,0
42,0.55,70.27690660596772,5,0.028712217030470708,0.2736971260456351,0.3906966569327135,0,6.778531455705751,0.24,Low,0.21,0
48,0.89,78.50268893705729,8,0.4101110728445038,0.8635487464478709,0.7935939756322559,0,8.93501149246285,0.11,Low,0.18,1
40,4.92,59.63761861425323,1,0.0727034755365562,1.4033788271122574,-0.5673951927377248,1,6.93667254821736,0.09,High,0.64,0
63,1.71,81.41558450758484,14,0.03440949192434073,0.14803230356460828,-0.7688646685827103,0,9.212236456217433,0.11,Medium,0.21,1
76,2.68,43.662023114394266,7,0.265120399602967,0.15956631727145978,0.1336490763298246,1,8.64148138359792,0.21,High,0.6,0
72,1.35,91.4400786953726,9,0.44281582200514097,1.1034258235968188,0.03491850230754201,0,7.85471176986493,0.27,Low,0.13,1
80,0.06,88.99403258435427,6,0.4613210635394239,0.9057638807398597,0.7715398154532982,0,7.4679924409134655,0.29,Low,0.07,0
4,0.13,99.12977628352513,2,0.524081764029632,0.16439925003384165,-0.09782820494921318,1,5.393419131241718,0.11,Low,0.11,0
38,1.54,96.19029885411072,0,0.11952841349925851,1.494423079319007,-0.17290096347210548,1,8.60837309507638,0.34,Medium,0.22,0
27,2.54,61.371829835135685,5,0.5913746362887915,0.9121334139929784,0.4279401223193393,0,8.82666369256005,0.19,Medium,0.38,0
9,0.48,63.95652304093463,1,0.4579254431784563,0.7887016410166816,-0.8451440359044782,1,6.936323939827403,0.22,Low,0.35,0
16,2.56,84.75789084869558,2,0.09432800757010373,0.7267758546943788,-0.8859133214209085,1,5.32225868612252,0.09,Medium,0.35,0
56,3.33,48.04496631729899,11,0.5044327715972465,1.080957511533735,0.009835598276399793,0,8.560626681445235,0.15,High,0.51,1
76,1.06,58.84088261469009,13,0.2993755634909134,0.7416998387274374,-0.8219368500037927,1,8.800771953338472,0.02,High,0.41,1
31,2.74,47.112456218538895,14,0.03992782082389363,1.0227074907105924,0.8782628600039688,1,7.40273668883175,0.23,High,0.58,1
14,1.04,67.29318694436988,4,0.07922506309755648,0.7836678984140323,0.30848249513537374,1,8.182951954567955,0.3,Low,0.36,0
25,2.27,73.12025679311907,13,0.26033596914556834,0.9550048647451252,0.5072970462793769,0,8.64202411666395,0.22,Medium,0.3,1
34,2.89,52.66962819776514,10,0.31830408696244844,1.2272605824424583,-0.5422544722543448,0,5.7494773935133185,0.13,High,0.46,1
67,9.64,41.5979012148463,7,0.568495450207957,1.2440353214889788,-0.011947337312328221,0,5.696325175736694,0.33,High,0.93,0
24,0.85,83.16134990503139,1,0.1294274834988973,1.2886675082301373,-0.732307607508837,0,8.24793795947852,0.02,Low,0.15,0
73,1.06,41.20030986557011,5,0.28446270614568536,0.38415760475278526,-0.5937926606923853,0,7.074447042728901,0.1,High,0.42,0
26,0.36,98.40415653570136,0,0.1355336815664325,0.1855678607803159,0.1364176699346995,0,7.073915145621873,0.02,Low,0.03,0
20,0.46,53.29643540454373,6,0.33504041335588053,1.2705938635102012,-0.44017493132951513,0,9.752322530372897,0.16,High,0.31,0
64,2.36,79.83400552697746,3,0.5455908437830689,0.15921698346379792,0.8342563529700628,0,8.796063967139613,0.1,Medium,0.26,0
10,4.98,66.08510357439934,0,0.3406503426977244,0.39888704525537544,0.9904859311353684,0,5.536202452674379,0.27,High,0.5,0
67,1.0,43.580431620226435,8,0.30604232337897175,0.8366783178559404,-0.9921466277573521,0,6.438262940243977,0.03,High,0.4,1
24,0.4,68.33101639806804,8,0.4500776441509105,1.2976068023733907,0.518197638704859,1,8.980139596473155,0.01,Low,0.31,1
5,0.67,71.00563805780797,10,0.08856812701859386,1.3554937928026256,-0.7693283475272832,1,4.439313706281554,0.22,Low,0.31,1
67,1.21,91.28099248557211,2,0.5433689942609892,0.9792709164645086,0.149245889307128,0,5.9262633048025375,0.3,Low,0.12,0
58,0.69,83.94094417887388,5,0.3465803837795007,1.4534621707591624,-0.543032904019906,1,6.038269471775774,0.19,Low,0.24,0
27,0.53,44.75814848520318,6,0.411785649088747,1.1219201091495503,0.9297478587750896,0,6.34148922445311,0.11,High,0.36,0
80,2.66,52.549761005935906,12,0.49137645641063954,0.838814162753812,0.7516139777026822,1,5.554821870562497,0.2,High,0.54,1
15,0.02,58.71326105289687,14,0.38102270993589127,0.2881188140628038,0.19079583735078942,0,7.851397286129924,0.14,High,0.25,1
35,1.55,46.98446118788917,3,0.3847231111563487,0.7002997193043895,-0.6479668008287589,0,6.370322333514473,0.12,High,0.41,0
76,3.16,67.41394425486943,5,0.43777286457954173,1.2512771880445535,0.5653625484263636,1,7.2535262848276485,0.18,High,0.49,0
53,0.62,99.05855145175212,8,0.03134193386646631,0.4971060800758944,0.04059603951175572,1,5.635555435958973,0.25,Low,0.14,1
44,1.85,70.8767674742657,13,0.2293263049039493,0.909579602864482,0.22312630581773596,1,9.167871312489162,0.23,Medium,0.39,1
26,2.21,84.51293009939016,14,0.5777620469278123,1.4768083053146686,0.43588644318854985,0,5.234630660153636,0.04,Medium,0.23,1
47,2.13,80.97626786196076,9,0.1547615130780855,0.3441935092464478,-0.1673359956478362,0,9.263898200525995,0.09,Medium,0.24,1
34,1.18,90.99468610552827,5,0.32535326896425903,0.24204016052052593,-0.9845220318171579,1,5.074543261921937,0.0,Low,0.22,0
50,0.85,52.943409427936565,6,0.10525647732249896,1.2138353503778736,-0.27165671808447933,0,6.220778942909122,0.18,High,0.33,0
12,3.61,85.2295757015817,5,0.19396458916715104,0.13489054397116593,-0.17274765513819057,1,8.674972007345392,0.31,High,0.41,0
4,2.84,92.88131441834497,6,0.43024802564489956,1.0005583095958424,-0.2661491315513205,0,6.955932336572697,0.17,Medium,0.21,0
48,0.78,50.290589378814566,0,0.38585641444023505,0.5700429916068606,0.6621098131676777,1,5.423179661434922,0.4,High,0.45,0
55,0.22,60.80813318728022,5,0.24858981710273953,1.1133393358034043,-0.335295566490563,0,7.980548278570139,0.3,Low,0.25,0
1,0.15,98.20610585989368,11,0.5628457148563244,0.2683544412748855,-0.16732535186295316,0,4.766031037314633,0.15,Low,0.02,1
66,0.2,86.84727075878754,8,0.46502808928992034,0.5620615192208064,-0.8767933214019439,0,5.291790040206677,0.39,Low,0.09,1
30,1.75,56.95544995225194,10,0.16075429741730382,0.1238516652998255,0.4337156817591141,1,5.5403991265999055,0.26,High,0.46,1
3,0.11,73.83650617866923,2,0.2792677881420972,0.42912739159504965,-0.5691624730978015,1,7.506724232821378,0.37,Low,0.26,0
21,0.82,64.25956737096872,13,0.5268207034816543,0.7765621131053445,-0.5299769064150621,1,7.313432519277125,0.03,Low,0.36,1
49,2.8,69.39791057962779,5,0.013478468075335726,0.3486587774857023,0.17370832913479695,1,7.117247028272932,0.22,Medium,0.45,0
62,0.7,61.30997148344251,3,0.3488797709212266,0.9395177481888954,0.9671069225655868,0,4.584443318923891,0.36,Low,0.27,0
38,2.88,56.759861111820435,6,0.13917624669383805,0.26540527189134483,-0.17971064163581785,1,8.680668832502764,0.26,High,0.53,0
15,2.74,80.48578248348512,6,0.03829207071193856,1.1433129687771204,-0.34568493708560033,1,4.790711914589975,0.4,Medium,0.38,0
52,0.56,86.71250890516706,12,0.5477166492132649,1.390330671045011,-0.9275874603743834,0,9.63250195109651,0.4,Low,0.11,1
79,2.61,92.43742736484069,8,0.4897698138502381,0.6402956527204728,0.5747477399555334,0,4.391296705919809,0.32,Medium,0.2,1
46,2.75,49.31979803909128,3,0.11117613528278403,0.8394884945389617,-0.4774250709385459,1,9.27977745455571,0.11,High,0.57,0
25,1.01,89.37133141871443,13,0.5021678937965524,0.7839187077910562,0.5376799566240795,1,5.786654618186276,0.34,Low,0.22,1
21,0.47,55.28804946862381,7,0.08785644396484764,1.1995536621757787,-0.43546909188665905,1,8.198974890852043,0.28,High,0.4,0
5,1.47,65.64018339460304,7,0.28569681591530327,1.4918674416796873,-0.9402220790651465,0,5.999303963863402,0.04,Low,0.29,0
70,5.09,94.0866211509548,7,0.4354639802869428,1.1299603709276518,-0.003576780526550083,0,8.320087261394507,0.16,High,0.34,0
47,2.04,67.27021605895612,13,0.320283357983923,0.40034232042153006,0.8121160766969524,1,6.886888449454631,0.35,Medium,0.42,1
68,0.38,51.82381204265897,7,0.5104684290857565,1.0745122123267759,-0.5788179439303531,1,7.160651339829939,0.28,High,0.41,0
18,2.3,49.59211931422707,5,0.37012671705174943,0.9620695922045551,-0.6921597344275539,1,8.298606464367204,0.17,High,0.54,0
21,1.11,68.37902599912803,7,0.25917098831231805,0.39416783998623095,-0.6304307195577963,1,4.80141653289918,0.25,Low,0.36,0
23,1.79,85.76034543859325,5,0.5550972541374903,0.4373465690315106,0.38055310287528377,0,5.598074539841344,0.37,Medium,0.19,0
64,2.65,99.83230863845807,9,0.02177679418373968,1.0139015324728546,-0.2652059135946787,0,9.044473739021146,0.24,Medium,0.16,1
67,1.45,87.24451770585412,13,0.2930393152294271,1.2309461248007687,-0.4878783414168091,1,8.73887509856211,0.09,Low,0.26,1
40,3.36,92.62071753657122,13,0.39646892411478624,1.1673656889384267,-0.32460491354722487,1,9.941782309700306,0.27,High,0.35,1
10,2.56,84.86994165609329,1,0.5016350342508208,0.9489766467486541,-0.381808222131633,0,4.137739043703022,0.11,Medium,0.24,0
52,1.91,93.72610604536635,12,0.3246939149602952,1.4125592025510119,0.08755416742613398,0,4.8531149942563365,0.25,Medium,0.15,1
72,0.33,44.5776125988348,14,0.5313106319184135,1.1234637509073295,-0.7333329214565081,1,6.02389227350783,0.26,High,0.45,1
75,3.62,95.79589593889872,2,0.25576610141853473,0.8586823384365355,0.01744276913945919,0,8.160387691236203,0.14,High,0.24,0
61,5.49,63.78436922353937,5,0.19027715105511894,1.2426869933958697,-0.37650342336614706,0,5.8932633777542245,0.3,High,0.55,0
64,0.29,95.29685339682668,6,0.5842872284726888,0.5066775709873179,0.8652629703331474,0,6.075794962872857,0.12,Low,0.05,0
5,1.34,44.54397024756854,13,0.4003085753005453,0.46888984258090005,-0.15636706238267717,0,5.364621025461416,0.01,High,0.41,1
53,0.6,82.91457742726814,3,0.25546691100663366,1.4600371331952695,-0.7999810307612376,1,9.45755724479152,0.14,Low,0.24,0
55,2.81,84.14132492021227,0,0.5269138421947582,1.4297503807177083,0.8672177901670466,0,7.285327223768511,0.34,Medium,0.26,0
37,2.56,99.81465335786636,3,0.4098482484279829,1.332722639051157,0.8750002722644135,1,4.958105017302914,0.23,Medium,0.25,0
56,0.3,86.13131624138882,5,0.38276082343315354,0.4001167356715817,-0.6490113646572848,0,7.493260252513696,0.34,Low,0.1,0
59,4.19,62.954422348936404,7,0.4371227578916798,0.9227645772459102,0.6328489561684854,0,4.957042257605286,0.05,High,0.47,0
69,0.4,73.43491309711271,12,0.44297586577626963,0.8490701249107487,0.7238816697465589,1,5.63109221131724,0.08,Low,0.28,1
73,3.19,61.993056289995415,11,0.29579003210346316,0.38435188001352794,-0.28880712992606616,0,8.176619556108827,0.07,High,0.42,1
59,1.22,51.761118718291485,12,0.25158453683870863,0.7269034392833656,-0.6809989661911833,1,8.549079138009127,0.31,High,0.46,1
2,0.8,54.910139650136415,12,0.545569608698181,0.7512041976284229,0.5968972293636938,1,6.598513853590449,0.24,High,0.42,1
65,0.34,53.32063205645926,13,0.2983486437374413,0.43687169418201566,-0.9433878215896832,0,5.003037750663987,0.13,High,0.3,1
60,0.37,72.92891980979277,12,0.1294929827397226,1.4368331485356218,0.23881495816535336,1,5.269191711922557,0.31,Low,0.28,1
51,2.17,94.3696380719136,3,0.31296167149503507,0.789800988298259,-0.31604980948427497,1,7.2376367658526455,0.17,Medium,0.26,0
30,1.6,94.76359756530385,9,0.020653259948184788,0.8348486090964706,0.19205349028274465,0,7.533647134734161,0.25,Medium,0.13,1
11,0.26,43.28582665154953,0,0.43399101117646327,0.93801044898969,0.5776950213713719,1,9.211815955935952,0.34,High,0.46,0
76,0.24,44.79396405711361,4,0.07619043543528543,1.3417334146823747,0.6574764298116871,0,5.608831808728975,0.17,High,0.35,0
39,0.15,54.70714343034061,6,0.06703455920554284,0.8466335579586112,0.9969346170541034,1,7.671956050431607,0.3,High,0.38,0
77,2.72,55.3035671481685,5,0.567813685907189,0.8573520703564527,0.2804506960808377,1,4.015907237762306,0.23,High,0.53,0
72,2.49,45.69335051435507,2,0.4635340088752373,0.436270669130017,-0.5530718579371063,0,6.827470373752465,0.36,High,0.48,0
63,0.12,63.307800470406434,12,0.24853726580478416,0.9439440678804392,-0.44779534283871003,1,6.388630184189882,0.18,Low,0.33,1
64,1.64,75.26352356147723,6,0.143745685443367,0.633609344222551,-0.1277098402737109,0,4.720897061580714,0.12,Medium,0.25,0
61,0.18,74.68973203596782,3,0.5060942883161713,1.0054940941833685,0.6969412483388389,0,9.347428336286725,0.11,Low,0.16,0
54,4.68,72.60578087551556,4,0.5811503061664514,0.5210448991408086,-0.2662899474812199,1,4.648354796204034,0.08,High,0.55,0
73,4.75,60.320315493249836,10,0.305012462764251,1.1020197176351034,0.3765399056104224,1,5.59271132166796,0.14,High,0.62,1
58,2.4,82.38734111899484,6,0.34804564334799254,0.9664638982386693,-0.909824489693686,0,8.403935020187255,0.17,Medium,0.25,0
56,5.21,89.58903645886429,1,0.14583209489539387,0.764277561536633,-0.13988404990236725,0,5.084399976092964,0.05,High,0.38,0
34,3.34,60.77645598864451,3,0.35355015843713794,0.23534140722343044,-0.6659477491823786,1,4.460632803758767,0.29,High,0.54,0
31,3.53,45.13212155796772,3,0.24035858102184784,0.9777554257657357,0.8768859047508992,1,9.81611765359663,0.38,High,0.64,0
52,1.69,57.779815065511386,5,0.50734709967052,1.3029905420167058,0.5828709617517285,0,5.76122071210122,0.16,High,0.35,0
76,0.73,48.242119274494165,11,0.2262678118940656,0.33950415437923914,-0.72251850638775,1,4.364153472807494,0.37,High,0.45,1
1,0.49,68.04152363363085,10,0.38926748908005926,0.218607251458663,-0.1962973191421269,0,4.84623492419915,0.17,Low,0.22,1
55,0.79,49.35610907896469,6,0.12207960806378113,0.15539629693052862,-0.8388165612865903,1,5.3347372900115255,0.09,High,0.45,0
22,1.98,67.77068545947864,3,0.05440370151678209,0.14454623293253677,0.4931173630643817,0,9.750341034769802,0.34,Medium,0.31,0
40,0.38,53.26017353947886,9,0.02421313195539083,1.2788968427293843,-0.6172689408691872,1,4.09657358179469,0.36,High,0.4,1
1,0.6,84.32386632774418,0,0.24938726239834427,1.1186609166705401,0.6086679583008345,1,8.756759562201665,0.26,Low,0.23,0
65,1.26,41.65409445015074,0,0.0981172328348421,0.38321766886971065,-0.8519546959302069,1,8.685494138476551,0.37,High,0.53,0
63,0.53,73.28477822991553,4,0.5960881141598959,1.383964541742604,0.14591490576809463,0,6.997793164417642,0.14,Low,0.19,0
54,1.78,50.1692964952034,0,0.47903003305576874,0.2894757396117449,0.21640241677138783,1,9.59740144247609,0.13,High,0.51,0
42,5.13,40.05951186817762,2,0.4160238910255252,0.6238278314456522,-0.33133052691253173,0,4.080600135308675,0.34,High,0.67,0
21,2.76,92.15200528388843,8,0.4819910804268839,0.732951626677781,-0.6715835542790436,0,6.971233801781766,0.11,Medium,0.21,1
79,2.2,80.29166726884407,2,0.15764835516303172,0.2062540524142525,-0.3523416097560337,1,5.520764943820961,0.35,Medium,0.35,0
22,1.75,45.93656932303141,2,0.5275583897311443,0.5864638826068781,-0.008976488435479268,1,8.571576996507243,0.1,High,0.53,0
38,1.34,79.84434206103134,12,0.5973818370020855,0.2426329755937703,0.9382152890401936,1,5.039470313487314,0.28,Low,0.3,1
80,0.41,76.69883996425591,8,0.17391268144289343,1.2056841470546462,-0.10611633111551888,1,9.250456935298267,0.33,Low,0.26,1
8,4.5,68.4014012225922,4,0.5907892123401323,0.1655593521953196,-0.621236326092061,1,6.43285608720031,0.35,High,0.56,0
62,0.57,65.15548590553684,11,0.19223792780454904,0.12399119812349589,-0.9482275424386313,0,4.815200610265858,0.39,Low,0.24,1
47,0.19,93.22418577494409,7,0.007033870618015591,1.1254981566006577,-0.9835411357949475,1,4.208497814759944,0.12,Low,0.15,0
17,2.77,54.70888119384708,9,0.22032843463638552,1.1931876428224144,-0.16652402916443299,0,8.136712969353294,0.22,High,0.44,1
17,0.39,63.898603420803,14,0.5985090005501815,0.7938820176767789,-0.4073813910564894,1,9.570740212802434,0.38,Low,0.34,1
13,0.93,59.746924773689635,8,0.38109075284248145,0.5450216246890245,-0.7698361394761839,0,9.819221806983542,0.0,High,0.3,1
17,0.06,86.27206174219802,11,0.4172835209496448,0.43103438085922485,-0.6556491912127558,1,9.245974662399464,0.25,Low,0.19,1
38,0.29,94.98791837395237,5,0.14300829125223008,0.2638390597577111,-0.30018802741525197,0,6.337212196173225,0.06,Low,0.05,0
78,0.38,90.98690192441383,6,0.08755205717766935,0.7779222371570708,0.3732603100602996,1,9.43515585969051,0.18,Low,0.18,0
45,0.11,87.86223581798612,6,0.5313062625459369,0.7875247847390942,0.21917590331629677,1,7.862065588951637,0.03,Low,0.18,0
6,2.14,99.20739673420498,6,0.24803532280687937,0.7383450516845591,-0.8400893385795396,1,4.379902002295571,0.13,Medium,0.23,0
35,3.63,81.8286730246231,3,0.002464550949614219,1.1895676383876002,-0.7139468926677757,1,5.025190439929996,0.28,High,0.43,0
14,0.93,85.06322747281203,12,0.1765475724486085,0.23968760431581831,0.8168059734363771,0,6.310510427168359,0.32,Low,0.15,1
72,4.15,98.96815238230113,12,0.11743926498854042,1.0380140335998287,-0.8578374947609873,1,5.8373695155444665,0.22,High,0.36,1
61,0.48,40.41944712395045,14,0.3622633545049702,0.662194252059985,-0.6022544322112295,1,6.015706303407757,0.17,High,0.49,1
15,0.79,78.0429025861819,14,0.4536739019684176,0.43732984113423357,-0.3641156413582527,1,8.409831493530922,0.14,Low,0.28,1
54,0.33,84.33829191719738,1,0.2984990996902666,1.0542317566298636,-0.5397618644713995,1,4.353279220712115,0.36,Low,0.21,0
27,1.94,95.0696232254317,1,0.11153941574151512,0.37674905840682493,-0.4183233260308996,0,7.634724120587407,0.08,Medium,0.15,0
13,1.09,93.03065825106057,6,0.03477867814968189,0.42328379101563407,0.4554808480769734,0,6.019844455350871,0.27,Low,0.11,0
31,1.9,90.51764087402765,9,0.18812040274670225,1.4979639152460587,-0.8099737186257376,1,9.294443105022863,0.06,Medium,0.27,1
35,2.87,96.74747631650223,6,0.4835780198968698,1.3441362165354662,-0.2955331976368314,0,4.343010416572396,0.36,Medium,0.19,0
60,1.58,72.24275127482245,9,0.2517081210815781,1.075994765769199,0.22345858096299565,1,9.830027325715815,0.11,Medium,0.36,1
6,1.98,40.41520573508961,6,0.1513506614961361,0.54206786101837,-0.902318094595433,1,4.485561089113701,0.15,High,0.58,0
69,5.47,40.66326392182057,12,0.01243486646576346,0.8514056887567761,-0.9114106451864816,0,6.6068416847690346,0.07,High,0.68,1
58,0.71,72.67834333707148,7,0.29763723134636394,0.2772621132536054,-0.0028650246255781386,1,9.142412744400847,0.37,Low,0.31,0
49,0.89,66.11633433183647,2,0.41089326491250944,0.5675321268094174,0.7996490969390402,1,5.931389916256356,0.36,Low,0.36,0
23,2.53,67.07470320192691,12,0.11419767802494112,0.19515875066537397,-0.11046310182208208,0,9.100519843216677,0.19,Medium,0.35,1
34,1.89,64.02428423260221,10,0.32231330373959194,0.9544456639963588,-0.18671067973335753,0,9.779002291992358,0.01,Medium,0.33,1
26,0.39,95.06354854547413,4,0.2524432360117803,1.3004940383837773,-0.979684413057123,1,4.736477160027465,0.36,Low,0.15,0
47,0.94,61.55022107018739,5,0.4223686059736579,1.233371821535708,0.46542276502304913,1,6.863414056852053,0.39,Low,0.39,0
5,1.26,91.373616505785,12,0.5163629416264526,1.2985137766664958,-0.6718297093603329,1,5.384765746237189,0.03,Low,0.23,1
20,1.09,94.17188762749845,7,0.18422933061409943,0.3444396060123401,0.39698729982750214,1,8.602197629276695,0.24,Low,0.2,0
6,0.39,69.97010619993729,7,0.542862646346876,1.0101184560274181,-0.3029874797257688,1,4.64793458081186,0.38,Low,0.3,0
70,5.17,66.8162822419053,9,0.42417107896334766,1.4394388534680178,-0.9100229552500159,1,8.648496074222463,0.28,High,0.61,1
59,2.87,85.66123625292681,2,0.02229966770657117,1.1965516304003398,-0.3441985783956327,1,8.05251550725912,0.21,Medium,0.36,0
64,1.31,82.47829045839293,11,0.474745738534579,0.10474653031676817,0.3191206735598562,1,7.788052591376219,0.14,Low,0.28,1
18,2.28,59.71210699577236,13,0.2967762381142992,1.335229256176316,0.5366773090810664,0,6.605864669372814,0.3,High,0.38,1
4,4.55,46.15288755547879,3,0.5672765350872765,1.088091789993412,0.2710882028208701,0,7.0094529292693455,0.4,High,0.6,0
17,0.29,55.89114401094882,5,0.19417889834453766,0.2708868782881919,0.4221215646195855,1,4.602449032780904,0.26,High,0.38,0
14,0.58,47.86171034873794,3,0.3547281954818236,0.5393516157940602,-0.5281717537068569,1,5.61932210776272,0.2,High,0.45,0
78,1.56,57.68393654660149,9,0.573687709878655,0.2645207372646663,0.9304963582820716,1,9.480337870203064,0.07,High,0.45,1
13,3.21,55.70929393484794,3,0.16269583981656086,1.121734696916119,-0.5461790056354214,1,6.651840073814999,0.34,High,0.56,0
7,0.07,78.26268543320282,14,0.28317212663982666,0.10493344097416867,-0.6598018397062972,1,6.41714103502482,0.15,Low,0.23,1
44,8.27,97.26976170728678,4,0.45149729071901157,0.7503310539710856,-0.5003765132914262,0,4.284010789886635,0.31,High,0.51,0
15,1.21,81.14462393982902,9,0.4146592110681505,1.4997325628234537,0.9441103550760264,0,9.305891926792238,0.14,Low,0.19,1
19,0.89,95.59896448387417,6,0.5032219599525098,1.291582746667045,-0.8700927581077207,0,8.520448929138967,0.05,Low,0.08,0
63,0.69,87.04793551650661,11,0.3118780076570899,0.9221104003250349,0.546890590102679,1,4.54989387656492,0.27,Low,0.22,1
35,0.38,83.6726573242704,1,0.19135271512948587,1.0715078016531907,-0.7894269935873153,0,4.901132507513028,0.22,Low,0.12,0
35,3.14,64.84371641280049,12,0.32105076592788256,0.9450943072772502,0.5465828893700435,1,4.7419742013280946,0.06,High,0.5,1
19,6.22,59.48767017180212,1,0.20997601898404036,1.2351843256021748,-0.4459519016837361,1,7.919169756260905,0.33,High,0.72,0
20,1.07,90.77664234837516,11,0.10585832216346976,1.3403787531198406,0.45324629708078357,0,4.953440752202738,0.12,Low,0.12,1
35,6.09,94.32359397574032,9,0.33298182157461076,1.1732293361614456,-0.901998802336291,0,9.970598113177463,0.18,High,0.4,1
32,3.47,67.11294961905593,13,0.02902833227195767,0.35474754136384157,-0.33080917261964893,1,7.441955089764699,0.2,High,0.51,1
48,1.31,40.54378589119867,8,0.02194518179622975,0.621529958486125,-0.07075103391048643,0,9.22081853273586,0.1,High,0.44,1
44,2.24,87.55186353438822,3,0.03874412366437709,1.1981714970138349,-0.9586498645357775,1,8.380354846210636,0.2,Medium,0.31,0
24,1.14,57.1041304283375,4,0.4035667037063589,1.2524486120849114,-0.6383033075380509,0,4.146907392387062,0.03,High,0.33,0
